"","id","lng","lro","asm","afr","alr","meno","store_total","store_av","store_sd","prod_total","prod_av","prod_sd","outdeg_total","outdeg_av","outdeg_sd","indeg_total","indeg_av","indeg_sd"
"24",24,50,1,11,50,50,NA,214,5.21951219512195,1.99389311551486,68,1.65853658536585,1.99511598782578,183,4.46341463414634,2.57970503135155,165,4.02439024390244,2.03085948403685
"25",25,40,1,11,40,40,NA,175,5.64516129032258,2.24422796074395,60,1.93548387096774,2.03200203200305,151,4.87096774193548,2.51319100592415,131,4.2258064516129,1.96145655775421
"26",26,102,5,11,16,33,43,612,6.58064516129032,2.71598561117547,75,0.806451612903226,1.54116037957379,435,4.67741935483871,2.75113134958417,502,5.39784946236559,2.62156518526058
"27",27,101,3,11,33,45,55,549,5.96739130434783,2.6621113943574,107,1.16304347826087,1.76209898508957,427,4.64130434782609,2.62942571651344,441,4.79347826086957,2.62924400398465
"28",28,12,1,11,12,12,NA,13,4.33333333333333,4.93288286231625,8,2.66666666666667,2.3094010767585,6,2,1.73205080756888,10,3.33333333333333,4.93288286231625
"29",29,102,1,11,44,44,54,506,5.44086021505376,2.72852231704188,93,1,1.69397910771984,396,4.25806451612903,2.94479358472916,405,4.35483870967742,2.65250153173878
"30",30,10,0,10,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA
"31",31,11,0,11,NA,NA,NA,1,0.5,0.707106781186548,0,0,0,0,0,0,1,0.5,0.707106781186548
"32",32,101,0,11,NA,NA,61,473,5.14130434782609,2.38392750894254,99,1.07608695652174,1.7555794613468,372,4.04347826086957,2.31532421710037,364,3.95652173913043,2.2722068639297
"33",33,104,2,11,47,50,60,514,5.41052631578947,2.68365714604001,97,1.02105263157895,1.70717476805681,394,4.14736842105263,2.60510309777866,411,4.32631578947368,2.56175681600001
"34",34,28,1,11,28,28,NA,117,6.15789473684211,2.14121351612524,32,1.68421052631579,2.02902909400715,95,5,3,91,4.78947368421053,1.78197603701375
"35",35,103,4,11,28,43,53,592,6.29787234042553,2.9615085782075,96,1.02127659574468,1.71632718266098,446,4.74468085106383,2.85467422849126,483,5.13829787234043,2.81547590976908
"36",36,22,1,11,22,22,NA,55,4.23076923076923,2.04751256218556,40,3.07692307692308,1.75411603861406,59,4.53846153846154,1.9414506867883,41,3.15384615384615,1.8187062180826
"37",37,10,0,10,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA
"38",38,60,1,11,60,60,NA,263,5.15686274509804,1.78182545744086,96,1.88235294117647,2.01640332100033,234,4.58823529411765,2.31669135266859,198,3.88235294117647,1.65707041278914
"39",39,15,1,11,15,15,NA,28,4.66666666666667,3.32665998663324,16,2.66666666666667,2.06559111797729,22,3.66666666666667,0.516397779494322,21,3.5,3.01662062579967
"40",40,10,0,10,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA
"41",41,56,1,11,56,56,NA,238,5.06382978723404,1.89282690955307,92,1.95744680851064,2.02116461055965,216,4.59574468085106,2.69185223501108,180,3.82978723404255,1.92601355514859
"42",42,103,5,11,24,51,61,568,6.04255319148936,2.9690695607008,112,1.19148936170213,1.80367960667673,423,4.5,2.7698453044805,454,4.82978723404255,2.75773905317865
"43",43,105,1,11,31,31,41,540,5.625,2.59249930213664,86,0.895833333333333,1.61883107058387,414,4.3125,2.75418342086896,433,4.51041666666667,2.44946736064745
"44",44,20,1,11,20,20,NA,66,6,2.82842712474619,28,2.54545454545455,2.01809991643805,57,5.18181818181818,3.31113822780571,49,4.45454545454545,2.2962419891482
"45",45,10,0,10,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA
"46",46,101,0,11,NA,NA,61,458,4.97826086956522,2.16352510922157,98,1.06521739130435,1.72125910869185,362,3.93478260869565,2.47094922289225,355,3.85869565217391,2.02501673708525
"47",47,103,0,11,NA,NA,61,459,4.88297872340426,2.27589700136732,111,1.18085106382979,1.80776560211858,371,3.9468085106383,2.72134936989815,353,3.75531914893617,2.22732864835915
"48",48,103,4,11,16,38,48,569,6.0531914893617,2.6207075350834,81,0.861702127659574,1.60376615777133,401,4.26595744680851,2.68077798014213,453,4.81914893617021,2.47986630734616
"49",49,11,0,11,NA,NA,NA,1,0.5,0.707106781186548,4,2,2.82842712474619,3,1.5,2.12132034355964,0,0,0
"50",50,105,0,11,NA,NA,61,506,5.27083333333333,2.45154802508502,108,1.125,1.77259844949664,398,4.14583333333333,2.72987050653619,385,4.01041666666667,2.28263371276836
"51",51,10,0,10,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA
"52",52,21,1,11,21,21,NA,59,4.91666666666667,2.64431923988467,16,1.33333333333333,1.96946385566932,38,3.16666666666667,2.65718009562883,43,3.58333333333333,2.35326980770986
"53",53,10,0,10,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA
"54",54,101,0,11,NA,NA,61,486,5.28260869565217,2.32674883751783,96,1.04347826086957,1.72832284503361,385,4.18478260869565,2.4980403212773,380,4.1304347826087,2.27367829643948
"55",55,29,1,11,29,29,NA,109,5.45,2.32775021267996,44,2.2,2.04167114213616,101,5.05,2.54382637606794,86,4.3,2.22663304943632
"56",56,103,0,11,NA,NA,61,474,5.04255319148936,2.36422663986918,110,1.17021276595745,1.77581299190001,384,4.08510638297872,2.56384948507305,367,3.90425531914894,2.30972301526167
"57",57,10,0,10,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA
"58",58,25,1,11,25,25,NA,83,5.1875,2.45543614591515,32,2,2.06559111797729,72,4.5,2.36643191323985,65,4.0625,2.32289331079439
"59",59,17,1,11,17,17,NA,38,4.75,3.4948942350643,16,2,2.1380899352994,29,3.625,3.62284418654736,30,3.75,3.05894472933769
"60",60,24,1,11,24,24,NA,79,5.26666666666667,2.4338877385388,32,2.13333333333333,2.06559111797729,68,4.53333333333333,3.0441200151549,60,4,2.23606797749979
"61",61,103,2,11,17,24,41,564,6,2.86243749051342,78,0.829787234042553,1.57014003808263,422,4.48936170212766,2.75034574894368,457,4.86170212765957,2.78089126205849
"62",62,10,0,10,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA
"63",63,104,0,11,NA,NA,61,503,5.29473684210526,2.525923821776,111,1.16842105263158,1.80220096866775,408,4.29473684210526,2.89119604275995,391,4.11578947368421,2.38284274128094
"64",64,10,0,10,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA
"65",65,103,2,11,16,17,41,582,6.19148936170213,2.5028009932301,55,0.585106382978723,1.29024107498239,417,4.43617021276596,2.5168614635355,475,5.0531914893617,2.46858551321517
"66",66,10,0,10,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA
"67",67,103,0,11,NA,NA,61,485,5.15957446808511,2.17168083899036,87,0.925531914893617,1.66713560092565,360,3.82978723404255,2.34010521715631,366,3.8936170212766,2.01855950504465
"68",68,24,1,11,24,24,NA,78,5.2,2.36643191323985,24,1.6,2.02837021134844,60,4,2.64575131106459,60,4,2.10441712323661
"69",69,103,0,11,NA,NA,61,458,4.87234042553191,2.19595935168714,94,1,1.72271353842822,354,3.76595744680851,2.43816223720735,353,3.75531914893617,2.11337863429331
"70",70,10,0,10,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA
"71",71,55,1,11,55,55,NA,246,5.34782608695652,1.82838594642437,108,2.34782608695652,1.99128536159546,240,5.21739130434783,2.56396432180291,187,4.06521739130435,1.83063041859044
"72",72,10,0,10,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA
"73",73,10,0,10,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA
"74",74,102,1,11,37,37,47,578,6.21505376344086,2.63277611114692,91,0.978494623655914,1.66144577312532,455,4.89247311827957,2.79153365044237,466,5.01075268817204,2.53880588010736
"75",75,31,1,11,31,31,NA,110,5,2.37045304088641,56,2.54545454545455,1.96946385566932,104,4.72727272727273,1.80427582575704,79,3.59090909090909,2.19651435794882
"76",76,104,2,11,16,17,41,605,6.36842105263158,2.73687440759643,66,0.694736842105263,1.41476773682472,451,4.74736842105263,2.90256094206417,499,5.25263157894737,2.61325761101835
"77",77,103,6,11,16,36,46,618,6.57446808510638,3.15372918598607,93,0.98936170212766,1.6880011775149,446,4.74468085106383,2.75500003010271,506,5.38297872340426,3.00217262897491
"78",78,24,1,11,24,24,NA,87,5.8,2.0071301473924,36,2.4,2.02837021134844,76,5.06666666666667,2.76371041140262,64,4.26666666666667,1.83095083286825
"79",79,106,0,11,NA,NA,61,449,4.62886597938144,2.10811718735021,115,1.18556701030928,1.77558615267382,364,3.75257731958763,2.34978247147055,345,3.55670103092783,1.97362331852773
"80",80,34,1,11,34,34,NA,133,5.32,1.93045763140937,64,2.56,1.95959179422654,131,5.24,2.45424801789333,101,4.04,1.94679223339318
"81",81,42,1,11,42,42,NA,153,4.63636363636364,1.72876729597606,48,1.45454545454545,1.95401684183679,116,3.51515151515152,1.83917801138872,110,3.33333333333333,1.63299316185545
"82",82,104,2,11,24,27,41,602,6.33684210526316,2.83447817373096,64,0.673684210526316,1.46187074306482,438,4.61052631578947,2.63485126893464,488,5.13684210526316,2.73904209966554
"83",83,107,4,11,16,39,49,590,6.02040816326531,3.08297483809126,98,1,1.68681973688426,434,4.42857142857143,3.02906878957193,473,4.8265306122449,2.87192420930666
"84",84,25,1,11,25,25,NA,83,5.1875,2.28673712233537,28,1.75,2.04939015319192,68,4.25,2.38047614284762,65,4.0625,2.26476636028237
"85",85,103,3,11,44,57,61,545,5.79787234042553,2.40778212868746,101,1.07446808510638,1.7366347490646,411,4.37234042553191,2.6960107628498,433,4.6063829787234,2.27760525579226
"86",86,20,1,11,20,20,NA,52,4.72727272727273,2.96954235837474,16,1.45454545454545,2.01809991643805,37,3.36363636363636,3.29462371972058,41,3.72727272727273,2.41209075662211
"87",87,102,4,11,17,29,41,605,6.50537634408602,3.06673475949364,72,0.774193548387097,1.50455129999138,425,4.56989247311828,2.69620445563262,485,5.21505376344086,2.8773835577452
"88",88,100,0,11,NA,NA,61,500,5.49450549450549,2.31600051033206,127,1.3956043956044,1.89079125635052,424,4.65934065934066,2.49541704472544,387,4.25274725274725,2.28324041948867
"89",89,104,4,11,18,24,41,630,6.63157894736842,2.89553078799603,94,0.989473684210526,1.64054179453596,475,5,2.96791351597345,515,5.42105263157895,2.73114015381006
"90",90,53,1,11,53,53,NA,243,5.52272727272727,1.94683567185122,80,1.81818181818182,2.01474480203726,213,4.84090909090909,2.73600610139893,186,4.22727272727273,1.91522220902343
"91",91,103,2,11,21,23,41,567,6.03191489361702,2.79189351731649,58,0.617021276595745,1.3842927077095,399,4.24468085106383,2.63020572486512,454,4.82978723404255,2.60123336285065
"92",92,31,1,11,31,31,NA,110,5,2.20389266007736,48,2.18181818181818,2.0385887657505,99,4.5,2.95602693460246,82,3.72727272727273,1.88178785763049
"93",93,105,2,11,34,39,49,504,5.25,2.42356848686525,70,0.729166666666667,1.4901724850123,346,3.60416666666667,2.3236956348689,391,4.07291666666667,2.24426657421536
"94",94,103,0,11,NA,NA,61,463,4.92553191489362,2.0438176470124,74,0.787234042553192,1.57856843016738,342,3.63829787234043,2.40004956861799,361,3.84042553191489,2.00162939803627
"95",95,101,0,11,NA,NA,61,500,5.43478260869565,2.53027535237078,112,1.21739130434783,1.81462972311474,406,4.41304347826087,2.52091111173197,385,4.18478260869565,2.40845282435981
"96",96,10,0,10,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA
"97",97,15,1,11,15,15,NA,31,5.16666666666667,3.31159578853861,8,1.33333333333333,2.06559111797729,18,3,2.96647939483827,25,4.16666666666667,2.85773803324704
"98",98,101,2,11,19,20,41,572,6.21739130434783,2.87400661082128,47,0.510869565217391,1.30505833491269,400,4.34782608695652,2.62881238638829,464,5.04347826086957,2.63915172634827
"99",99,103,0,11,NA,NA,61,493,5.24468085106383,2.32187433654002,110,1.17021276595745,1.77581299190001,396,4.21276595744681,2.65537531691235,379,4.03191489361702,2.21166082516788
"100",100,18,1,11,18,18,NA,45,5,2.59807621135332,24,2.66666666666667,2,41,4.55555555555556,2.24227067451229,35,3.88888888888889,2.36877840059198
"101",101,35,1,11,35,35,NA,308,8.55555555555556,6.63516366229175,53,1.47222222222222,1.93444139018568,256,7.11111111111111,5.44467119709211,257,7.13888888888889,6.23883129063576
"102",102,17,1,11,17,17,NA,228,12.6666666666667,7.5303308262613,12,0.666666666666667,1.53392997769474,169,9.38888888888889,6.66985218011428,193,10.7222222222222,7.01096247110494
"103",103,86,0,11,NA,NA,61,548,6.29885057471264,4.99561422191072,105,1.20689655172414,1.83719915135299,451,5.18390804597701,4.40541087921455,441,5.06896551724138,4.61492297158694
"104",104,87,3,13,21,41,51,640,7.27272727272727,5.29091016815855,51,0.579545454545455,1.37900172879699,454,5.15909090909091,4.70237495299313,529,6.01136363636364,4.81256573188564
"105",105,85,3,11,35,40,50,581,6.75581395348837,5.18126953898055,88,1.02325581395349,1.71482631043666,429,4.98837209302326,4.58512732787859,465,5.40697674418605,4.88064100654278
"106",106,85,4,11,15,46,56,661,7.68604651162791,4.63810718975894,84,0.976744186046512,1.68716081862607,502,5.83720930232558,4.33008752829963,552,6.41860465116279,4.33173003416871
"107",107,39,1,12,39,39,NA,295,7.375,4.71053102782505,57,1.425,1.92003605735373,244,6.1,4.01790862807876,245,6.125,4.60872917574732
"108",108,81,0,11,NA,NA,61,514,6.26829268292683,4.81778797786898,98,1.19512195121951,1.82194458853987,416,5.07317073170732,4.11195333056116,408,4.97560975609756,4.37155680311564
"109",109,83,0,11,NA,NA,61,459,5.46428571428571,4.1287893980303,114,1.35714285714286,1.88617581584051,379,4.51190476190476,3.53125134863068,357,4.25,3.85856893379754
"110",110,84,2,11,31,41,51,603,7.09411764705882,4.39865653031794,95,1.11764705882353,1.77557344664358,472,5.55294117647059,3.82506110238448,490,5.76470588235294,3.99894944187289
"111",111,81,2,11,35,37,47,574,7,4.14847882279877,63,0.768292682926829,1.50142961081833,433,5.28048780487805,3.79822697507277,480,5.85365853658537,3.95693468847754
"112",112,79,1,11,61,61,62,464,5.8,3.98859132520413,98,1.225,1.83479036846244,371,4.6375,3.52654939465072,371,4.6375,3.79621313643151
"113",113,78,0,11,NA,NA,61,442,5.59493670886076,4.21693468493034,119,1.50632911392405,1.92069310220542,386,4.88607594936709,3.62677840292198,354,4.48101265822785,4.05684214533243
"114",114,88,0,11,NA,NA,61,481,5.46590909090909,4.36008241943707,82,0.931818181818182,1.68014404517565,361,4.10227272727273,3.74791826579286,376,4.27272727272727,3.87662393922137
"115",115,78,5,11,19,40,50,580,7.34177215189873,3.65108370266006,76,0.962025316455696,1.67518110750468,430,5.44303797468354,3.38074045691191,491,6.21518987341772,3.48134547404301
"116",116,60,0,11,NA,NA,60,372,6.0983606557377,4.71418044497234,101,1.65573770491803,1.97387306161971,330,5.40983606557377,4.1165400082283,298,4.88524590163934,4.53908346348958
"117",117,79,1,11,24,24,41,528,6.6,4.34173155680915,60,0.75,1.52199070174641,394,4.925,3.90317948941402,432,5.4,4.06466714348688
"118",118,79,1,11,12,12,41,577,7.2125,4.30981731822309,61,0.7625,1.51985800469333,436,5.45,3.97109811678893,473,5.9125,4.07584347098855
"119",119,78,1,11,13,13,41,560,7.08860759493671,4.14540175720756,58,0.734177215189873,1.48245171806615,430,5.44303797468354,3.94106205730956,469,5.93670886075949,3.91362436830651
"120",120,78,0,11,NA,NA,61,447,5.65822784810127,3.99963484214454,113,1.43037974683544,1.91942528994674,388,4.91139240506329,3.73888051741846,362,4.58227848101266,3.82504430990494
"121",121,81,0,11,NA,NA,61,434,5.29268292682927,3.71678808929061,113,1.3780487804878,1.90282599388993,362,4.41463414634146,3.46749000020702,339,4.13414634146341,3.45968740157133
"122",122,59,0,11,NA,NA,NA,391,6.51666666666667,5.44772279175613,87,1.45,1.89937545489144,333,5.55,4.56747899905185,314,5.23333333333333,5.12344781510696
"123",123,76,0,11,NA,NA,61,451,5.85714285714286,4.82786398697102,82,1.06493506493506,1.75722315583769,357,4.63636363636364,4.21747333598126,360,4.67532467532468,4.52897559708466
"124",124,23,1,11,23,23,NA,253,10.5416666666667,7.75146082538874,21,0.875,1.65009881127056,190,7.91666666666667,6.44654721649448,211,8.79166666666667,6.75006709574812
"125",125,74,1,11,12,12,41,576,7.68,4.76235235991626,70,0.933333333333333,1.63023239375791,451,6.01333333333333,4.17681287176787,474,6.32,4.47261940302596
"126",126,42,0,11,NA,NA,NA,323,7.51162790697674,6.68463801428767,62,1.44186046511628,1.90615950940747,274,6.37209302325581,5.29160726242151,263,6.11627906976744,6.14588248661764
"127",127,72,0,11,NA,NA,61,431,5.9041095890411,4.97818681728834,81,1.10958904109589,1.79166002972117,339,4.64383561643836,4.26344234618804,339,4.64383561643836,4.51038881981765
"128",128,71,0,11,NA,NA,61,431,5.98611111111111,5.55761894389212,88,1.22222222222222,1.80938260594891,348,4.83333333333333,4.85856293597365,340,4.72222222222222,5.12717757852727
"129",129,31,1,11,31,31,NA,309,9.65625,6.45385293773692,38,1.1875,1.80389363823495,248,7.75,5.84200584200876,260,8.125,6.05219235137686
"130",130,60,0,11,NA,NA,60,349,5.72131147540984,4.98039873752087,77,1.26229508196721,1.86101799511506,287,4.70491803278689,4.39827338204089,279,4.57377049180328,4.81476554082489
"131",131,13,1,11,13,13,NA,180,12.8571428571429,4.2581531362632,12,0.857142857142857,1.70326125450528,134,9.57142857142857,4.46721881667374,154,11,4.2966892442366
"132",132,72,0,11,NA,NA,61,427,5.84931506849315,5.75343190548213,102,1.3972602739726,1.89838912727049,362,4.95890410958904,4.98731267028977,341,4.67123287671233,5.41103500707517
"133",133,69,0,11,NA,NA,61,417,5.95714285714286,5.5047692478477,108,1.54285714285714,1.91625929598293,365,5.21428571428571,4.73620914008593,335,4.78571428571429,5.1888756625903
"134",134,56,0,11,NA,NA,NA,365,6.40350877192982,5.56089551216736,94,1.64912280701754,1.95932958714906,319,5.59649122807018,4.60147355716004,290,5.08771929824561,5.18679883989285
"135",135,67,0,11,NA,NA,61,410,6.02941176470588,5.43062237227993,83,1.22058823529412,1.8190171877725,328,4.82352941176471,4.81893397659315,321,4.72058823529412,4.98309257280188
"136",136,71,0,11,NA,NA,61,410,5.69444444444444,5.40119676067946,106,1.47222222222222,1.92077025499068,347,4.81944444444444,4.60656723155561,321,4.45833333333333,4.85258026324837
"137",137,57,0,11,NA,NA,NA,360,6.20689655172414,5.38600727906706,84,1.44827586206897,1.93918425418727,307,5.29310344827586,4.57302779152862,289,4.98275862068965,5.03841864397371
"138",138,62,2,12,15,19,41,525,8.33333333333333,5.64829406161291,44,0.698412698412698,1.46612194883932,395,6.26984126984127,5.18436342938521,442,7.01587301587302,5.09424743086167
"139",139,64,0,11,NA,NA,61,365,5.61538461538461,5.68631116061939,113,1.73846153846154,1.98649285076837,331,5.09230769230769,4.90765689039547,291,4.47692307692308,5.38837780641033
"140",140,60,0,11,NA,NA,60,355,5.81967213114754,5.10068033606404,76,1.24590163934426,1.86775924309423,286,4.68852459016393,4.23690525268368,279,4.57377049180328,4.5987643862
"141",141,63,0,12,NA,NA,61,357,5.578125,5.46505402317218,106,1.65625,1.96168659212278,312,4.875,4.49514729528958,278,4.34375,5.23486101451317
"142",142,49,0,11,NA,NA,NA,306,6.12,5.74150659314989,85,1.7,1.98206241793023,274,5.48,4.82865595868529,247,4.94,5.40751555613074
"143",143,64,0,11,NA,NA,61,348,5.35384615384615,4.76127205045685,112,1.72307692307692,1.99615014079988,309,4.75384615384615,3.95296869940321,270,4.15384615384615,4.51812588785013
"144",144,62,0,11,NA,NA,61,358,5.68253968253968,4.94754874733649,121,1.92063492063492,2.00243067860834,334,5.3015873015873,4.24125255629605,284,4.50793650793651,4.68653877326573
"145",145,64,0,11,NA,NA,61,339,5.21538461538462,4.57743209839148,100,1.53846153846154,1.91276079167099,293,4.50769230769231,4.14247464130393,266,4.09230769230769,4.3864958855385
"146",146,56,0,11,NA,NA,NA,322,5.64912280701754,5.18063436570056,101,1.7719298245614,1.99120874865037,289,5.07017543859649,4.27559373121277,253,4.43859649122807,5.02144523824583
"147",147,62,4,11,16,40,50,454,7.20634920634921,4.25083950023207,77,1.22222222222222,1.79105703556852,351,5.57142857142857,4.00690647996313,385,6.11111111111111,4.13525796328827
"148",148,14,1,11,14,14,NA,179,11.9333333333333,4.66700679032636,10,0.666666666666667,1.39727626201154,134,8.93333333333333,4.90577890519606,157,10.4666666666667,4.51769009666708
"149",149,59,0,11,NA,NA,NA,336,5.6,4.92726761011566,86,1.43333333333333,1.90775994889265,283,4.71666666666667,4.1255371162038,265,4.41666666666667,4.51472793882222
"150",150,62,0,11,NA,NA,61,347,5.50793650793651,5.60493162996204,115,1.82539682539683,1.97189676609066,320,5.07936507936508,4.80356583713226,276,4.38095238095238,5.34737973647682
"151",151,60,0,11,NA,NA,60,329,5.39344262295082,4.96748993800219,119,1.95081967213115,1.97843565734982,306,5.01639344262295,4.19321596263412,256,4.19672131147541,4.70042435010269
"152",152,47,0,11,NA,NA,NA,296,6.16666666666667,4.73256411689978,72,1.5,1.95698421916033,258,5.375,4.31536098438264,242,5.04166666666667,4.66748979569402
"153",153,58,0,11,NA,NA,NA,352,5.96610169491525,5.77141021939303,116,1.96610169491525,2.01687793635844,327,5.54237288135593,4.58378714789233,278,4.71186440677966,5.38532760011941
"154",154,54,0,11,NA,NA,NA,342,6.21818181818182,5.92762181120729,110,2,1.99071920746321,322,5.85454545454545,4.83972061413628,275,5,5.65685424949238
"155",155,42,0,11,NA,NA,NA,296,6.88372093023256,6.20755799821622,54,1.25581395348837,1.83994077616663,249,5.7906976744186,5.29850895259306,246,5.72093023255814,5.89723737337016
"156",156,53,0,11,NA,NA,NA,325,6.01851851851852,5.5507631321024,105,1.94444444444444,2.00392696235174,306,5.66666666666667,4.29128120025042,263,4.87037037037037,5.17995518410094
"157",157,50,0,11,NA,NA,NA,323,6.33333333333333,6.74289749786148,68,1.33333333333333,1.90438091427809,272,5.33333333333333,5.77119282875444,263,5.15686274509804,6.35727158148716
"158",158,54,0,11,NA,NA,NA,326,5.92727272727273,5.84318072138463,77,1.4,1.91098190777722,272,4.94545454545455,5.03476131994572,258,4.69090909090909,5.50714259199991
"159",159,51,0,11,NA,NA,NA,310,5.96153846153846,4.99396317316841,92,1.76923076923077,2.00602411002836,280,5.38461538461539,4.52077490387692,248,4.76923076923077,4.97292822016931
"160",160,54,0,11,NA,NA,NA,309,5.61818181818182,5.40401397142596,109,1.98181818181818,2.00454030096225,298,5.41818181818182,4.52438213130077,252,4.58181818181818,5.36687683884836
"161",161,49,0,11,NA,NA,NA,332,6.64,6.83854621141908,64,1.28,1.88484828599664,277,5.54,5.71503566507342,271,5.42,6.32484572692392
"162",162,52,0,11,NA,NA,NA,342,6.45283018867925,6.66669690365663,104,1.9622641509434,2.01877975473136,310,5.84905660377358,5.49963714332799,267,5.0377358490566,6.06998372875447
"163",163,50,0,11,NA,NA,NA,314,6.15686274509804,6.23337003239695,88,1.72549019607843,2.00078415999876,285,5.58823529411765,5.1736890922754,256,5.01960784313725,5.93798011474754
"164",164,43,0,11,NA,NA,NA,293,6.65909090909091,6.35735494879999,77,1.75,1.98979956919821,268,6.09090909090909,5.22880297483878,243,5.52272727272727,5.95911900919511
"165",165,15,0,11,NA,NA,NA,189,11.8125,7.09195553661565,10,0.625,1.36014705087354,151,9.4375,5.91009024183782,165,10.3125,6.579956940082
"166",166,11,0,11,NA,NA,NA,155,12.9166666666667,5.41812334725416,3,0.25,0.452267016866645,120,10,5.7682516651692,137,11.4166666666667,4.99924236684162
"167",167,37,0,11,NA,NA,NA,306,8.05263157894737,7.75972752524229,42,1.10526315789474,1.76741487327725,252,6.63157894736842,6.46161661903867,256,6.73684210526316,7.1345531897687
