"","id","lng","lro","asm","afr","alr","meno","store_total","store_av","store_sd","prod_total","prod_av","prod_sd","outdeg_total","outdeg_av","outdeg_sd","indeg_total","indeg_av","indeg_sd"
"146",146,47,0,11,NA,NA,NA,337,7.02083333333333,8.34492987447642,68,1.41666666666667,1.93328442100025,278,5.79166666666667,6.40132410948,266,5.54166666666667,7.534200979345
"147",147,48,0,11,NA,NA,NA,316,6.44897959183673,7.4834852188274,81,1.6530612244898,1.97432499444075,272,5.55102040816327,5.80969457204147,248,5.06122448979592,6.61566374619517
"148",148,44,0,11,NA,NA,NA,312,6.93333333333333,7.8259475174227,79,1.75555555555556,1.95582527983778,273,6.06666666666667,6.4258002685198,247,5.48888888888889,7.19729185881816
"149",149,37,0,12,NA,NA,NA,276,7.26315789473684,7.60399685274511,45,1.18421052631579,1.82853157978324,222,5.84210526315789,6.43271333524859,223,5.86842105263158,6.92887047708308
"150",150,41,0,11,NA,NA,NA,257,6.11904761904762,6.86881386768463,64,1.52380952380952,1.96602973996928,220,5.23809523809524,5.46746262016519,206,4.90476190476191,6.22665209268925
"151",151,44,0,11,NA,NA,NA,233,5.17777777777778,5.95165709884417,71,1.57777777777778,1.92458837262424,206,4.57777777777778,5.39144477553807,188,4.17777777777778,5.80081847237913
"152",152,34,0,11,NA,NA,NA,233,6.65714285714286,6.20219532832982,28,0.8,1.62335889982686,171,4.88571428571429,5.14365073242176,186,5.31428571428571,5.87502905410302
"153",153,43,0,13,NA,NA,NA,282,6.40909090909091,7.26673907807021,65,1.47727272727273,1.93485335498208,242,5.5,6.07893809576089,229,5.20454545454545,6.82873390646668
"154",154,41,0,11,NA,NA,NA,262,6.23809523809524,6.98014439647107,59,1.4047619047619,1.87485965405835,217,5.16666666666667,5.77596646613241,208,4.95238095238095,6.44281555234818
"155",155,14,0,11,NA,NA,NA,159,10.6,6.54435416435965,9,0.6,1.40407570003493,124,8.26666666666667,5.66274374015518,138,9.2,6.01426874785527
"156",156,34,0,13,NA,NA,NA,227,6.48571428571429,5.86801614222202,44,1.25714285714286,1.88403286381442,183,5.22857142857143,4.69095320982918,182,5.2,5.57198876735492
"157",157,39,0,11,NA,NA,NA,220,5.5,5.27694550342846,51,1.275,1.82556629780797,181,4.525,4.7554961454872,178,4.45,5.13884153362334
"158",158,40,0,13,NA,NA,NA,215,5.24390243902439,5.18546279422039,65,1.58536585365854,1.96183090193953,188,4.58536585365854,4.09252739609705,172,4.19512195121951,4.83848898001805
"159",159,32,0,11,NA,NA,NA,203,6.15151515151515,5.3450982926019,52,1.57575757575758,1.98479065379549,174,5.27272727272727,3.96289609434129,163,4.93939393939394,5.08637514554443
"160",160,36,0,11,NA,NA,NA,163,4.40540540540541,4.20620876707186,41,1.10810810810811,1.79170594970553,124,3.35135135135135,3.48979636636275,128,3.45945945945946,3.96928901130357
"161",161,39,0,13,NA,NA,NA,212,5.3,4.69150896943152,44,1.1,1.80881034710521,162,4.05,3.6087500499587,166,4.15,4.4924437984299
"162",162,37,0,13,NA,NA,NA,210,5.52631578947368,5.04968204567839,53,1.39473684210526,1.910702059796,178,4.68421052631579,4.09419670474972,171,4.5,4.79724019760461
"163",163,36,0,11,NA,NA,NA,223,6.02702702702703,6.41390194328991,69,1.86486486486486,2.0022509855183,195,5.27027027027027,4.74135850579562,171,4.62162162162162,5.76556517106014
"164",164,38,0,12,NA,NA,NA,196,5.02564102564103,4.33763930149241,58,1.48717948717949,1.91767121477828,168,4.30769230769231,3.63574249387678,157,4.02564102564103,4.08776852964509
