"","id","lng","lro","asm","afr","alr","meno","store_total","store_av","store_sd","prod_total","prod_av","prod_sd","outdeg_total","outdeg_av","outdeg_sd","indeg_total","indeg_av","indeg_sd"
"46",46,73,0,11,NA,NA,61,280,4.375,2.25022044775441,65,1.015625,0.951059350876111,207,3.234375,2.17301040180419,205,3.203125,2.07922213400581
"47",47,72,0,11,NA,NA,61,256,4.06349206349206,1.99089067337287,84,1.33333333333333,1.03175390914319,208,3.3015873015873,2.15252979923864,186,2.95238095238095,1.7818852957958
"48",48,31,1,11,31,31,NA,93,4.22727272727273,1.97440330182777,36,1.63636363636364,1.00216216468644,76,3.45454545454545,1.79223916152985,71,3.22727272727273,1.97440330182777
"49",49,28,1,11,28,28,NA,92,4.84210526315789,2.58764495878947,28,1.47368421052632,1.02026255077535,70,3.68421052631579,2.47324868630865,70,3.68421052631579,2.47324868630865
"50",50,13,0,11,NA,NA,NA,5,1.25,1.25830573921179,5,1.25,0.957427107756338,4,1,1.4142135623731,2,0.5,1
"51",51,70,2,11,36,39,49,345,5.65573770491803,3.22947491037186,73,1.19672131147541,1.12278926682834,263,4.31147540983607,2.7113402811559,270,4.42622950819672,2.94085597739526
"52",52,74,1,11,52,52,61,285,4.38461538461539,2.30279929984891,71,1.09230769230769,0.963766649063016,208,3.2,2.29265130362207,211,3.24615384615385,2.16528555587053
"53",53,10,0,10,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
"54",54,73,0,11,NA,NA,61,270,4.21875,2.00371678447353,79,1.234375,1.03497852903119,215,3.359375,2.10341511802358,199,3.109375,1.86119254737727
"55",55,37,1,11,37,37,NA,144,5.14285714285714,2.32082816818553,39,1.39285714285714,0.916486273736323,108,3.85714285714286,2.22301573134311,106,3.78571428571429,2.04318456694523
"56",56,35,1,11,35,35,NA,125,4.80769230769231,2.07883103246475,42,1.61538461538462,1.06120396067573,101,3.88461538461538,1.75104364484551,94,3.61538461538462,1.87780559328005
"57",57,35,1,11,35,35,NA,112,4.30769230769231,2.31117685639556,43,1.65384615384615,0.845804123532521,92,3.53846153846154,2.02446574148874,84,3.23076923076923,2.21463662586335
"58",58,68,0,11,NA,NA,61,281,4.76271186440678,2.03706163510131,80,1.35593220338983,0.995900421978415,228,3.86440677966102,1.87043814817816,206,3.49152542372881,1.86041227685149
"59",59,73,0,11,NA,NA,61,283,4.421875,2.2096806312369,75,1.171875,1.04736536430665,219,3.421875,2.23112675285417,207,3.234375,2.00588172830217
"60",60,68,0,11,NA,NA,61,228,3.86440677966102,1.93388680550465,86,1.45762711864407,1.1344455412881,186,3.15254237288136,2.07458811302167,158,2.67796610169492,1.78538779682118
"61",61,99,0,11,NA,NA,61,343,3.81111111111111,2.23302306526097,82,0.911111111111111,0.978929069109231,248,2.75555555555556,2.44632772759732,255,2.83333333333333,2.07310221865415
"62",62,70,0,11,NA,NA,61,268,4.39344262295082,1.93458598951292,86,1.40983606557377,1.08592585965967,222,3.63934426229508,2.07390763925852,196,3.21311475409836,1.77120254910198
"63",63,74,0,11,NA,NA,61,280,4.30769230769231,2.24946574853812,74,1.13846153846154,0.966257649984644,221,3.4,2.19231612683938,211,3.24615384615385,2.06178600695163
"64",64,70,0,11,NA,NA,61,248,4.0655737704918,2.227620946653,85,1.39344262295082,0.970887712776134,202,3.31147540983607,2.36319687151788,177,2.90163934426229,2.0632088118009
"65",65,72,0,11,NA,NA,61,291,4.61904761904762,1.92963786865501,61,0.968253968253968,0.802581600077142,216,3.42857142857143,2.02973290563137,217,3.44444444444444,1.84721043195634
"66",66,19,1,11,19,19,NA,46,4.6,2.63312235441753,12,1.2,0.788810637746616,28,2.8,2.04396129556745,35,3.5,2.63523138347365
"67",67,110,5,11,19,48,58,480,4.8,2.87096225026109,69,0.69,0.837203135988567,284,2.84,2.48112063309296,366,3.66,2.73850213426865
"68",68,52,1,11,52,52,NA,195,4.53488372093023,1.93155300470031,53,1.23255813953488,0.81173562733329,149,3.46511627906977,1.65254258945625,148,3.44186046511628,1.94327075266461
"69",69,69,0,11,NA,NA,61,239,3.98333333333333,2.27358946152291,79,1.31666666666667,0.929582860096565,199,3.31666666666667,2.30321563469142,179,2.98333333333333,2.16671012559631
"70",70,70,1,11,46,46,56,316,5.18032786885246,2.64265142562863,56,0.918032786885246,0.881193924309761,224,3.67213114754098,2.51476514128994,238,3.90163934426229,2.36435275169046
"71",71,68,0,11,NA,NA,61,257,4.35593220338983,1.96313183867361,70,1.1864406779661,0.973344328470172,201,3.40677966101695,1.97500453135924,189,3.20338983050847,1.88258498930693
"72",72,19,1,11,19,19,NA,41,4.1,2.80673792466945,15,1.5,0.849836585598797,26,2.6,1.95505043981536,30,3,2.49443825784929
"73",73,22,1,11,22,22,NA,56,4.30769230769231,2.32323823518723,18,1.38461538461538,0.767947647788304,38,2.92307692307692,1.75411603861406,42,3.23076923076923,2.27866357593825
"74",74,26,1,11,26,26,NA,76,4.47058823529412,2.52778675571199,29,1.70588235294118,0.77174363314129,58,3.41176470588235,2.37325787498461,55,3.23529411764706,2.33263294810569
"75",75,51,1,11,51,51,NA,185,4.40476190476191,2.18709656973409,60,1.42857142857143,0.940753645543182,147,3.5,2.41186093519749,138,3.28571428571429,2.09861411047124
"76",76,23,1,11,23,23,NA,66,4.71428571428571,2.61441481696475,23,1.64285714285714,1.00820807201863,51,3.64285714285714,2.0608863984346,51,3.64285714285714,2.56026269256595
"77",77,12,0,11,NA,NA,NA,3,1,1,3,1,1,2,0.666666666666667,0.577350269189626,1,0.333333333333333,0.577350269189626
"78",78,71,0,11,NA,NA,61,282,4.54838709677419,1.98912963382446,70,1.12903225806452,0.96638367576156,220,3.54838709677419,2.0856843776347,211,3.40322580645161,1.82388234287045
"79",79,71,0,11,NA,NA,61,263,4.24193548387097,2.20792524724203,72,1.16129032258065,0.944241362362725,209,3.37096774193548,2.0821951765002,198,3.19354838709677,2.1258649902185
"80",80,72,0,11,NA,NA,61,250,3.96825396825397,1.72241628822526,78,1.23809523809524,0.979043076489548,197,3.12698412698413,1.90493470798331,181,2.87301587301587,1.57082332523388
"81",81,71,0,11,NA,NA,61,255,4.11290322580645,1.96781345502055,84,1.35483870967742,0.993367747491172,210,3.38709677419355,2.01920970345995,187,3.01612903225806,1.80610926347282
"82",82,69,0,11,NA,NA,61,242,4.03333333333333,1.89528108614005,79,1.31666666666667,0.929582860096565,197,3.28333333333333,2.16357885142365,177,2.95,1.8904308539482
"83",83,10,0,10,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
"84",84,46,1,11,46,46,NA,174,4.7027027027027,2.09317495240636,59,1.59459459459459,0.762286744657862,143,3.86486486486486,1.78204255720106,130,3.51351351351351,2.06319091621613
"85",85,101,0,11,NA,NA,61,358,3.89130434782609,1.90693656716464,73,0.793478260869565,0.920320578143934,243,2.64130434782609,2.12562348572314,261,2.83695652173913,1.79912783456925
"86",86,73,0,11,NA,NA,61,284,4.4375,2.12225546387994,82,1.28125,0.881354477089505,230,3.59375,2.15817934732915,211,3.296875,1.93283809338447
"87",87,70,0,11,NA,NA,61,245,4.01639344262295,1.84834884224352,59,0.967213114754098,0.982636133312735,181,2.9672131147541,1.85263068018385,182,2.98360655737705,1.76533097254394
"88",88,12,0,11,NA,NA,NA,3,1,1,3,1,1,2,0.666666666666667,0.577350269189626,1,0.333333333333333,0.577350269189626
"89",89,71,3,11,21,24,41,402,6.48387096774194,2.87294865082738,39,0.629032258064516,0.814497148859181,274,4.41935483870968,2.44646541352343,326,5.25806451612903,2.74569996970505
"90",90,68,0,11,NA,NA,61,258,4.3728813559322,1.75084516620566,77,1.30508474576271,0.951482278961142,214,3.6271186440678,1.89280220185207,195,3.30508474576271,1.68414756180559
"91",91,69,0,11,NA,NA,61,285,4.75,2.22181022546168,74,1.23333333333333,0.90883920501097,232,3.86666666666667,2.3754868665407,217,3.61666666666667,2.108028773697
"92",92,29,1,11,29,29,NA,91,4.55,2.48098028164166,39,1.95,0.887041208323017,77,3.85,2.23076574060875,67,3.35,2.27746396354874
"93",93,14,0,11,NA,NA,NA,8,1.6,1.51657508881031,5,1,1,6,1.2,1.6431676725155,5,1,1.4142135623731
"94",94,68,3,11,47,56,61,314,5.32203389830508,2.33001907618432,79,1.33898305084746,0.993256043864466,232,3.93220338983051,2.01600840498095,241,4.08474576271186,2.29908629222058
"95",95,73,0,11,NA,NA,61,270,4.21875,2.0351572615808,77,1.203125,0.928895700400331,215,3.359375,2.06533895523229,201,3.140625,1.97497990747264
"96",96,68,0,11,NA,NA,61,264,4.47457627118644,1.87870032298,72,1.22033898305085,0.85233546516513,207,3.50847457627119,1.86965681302222,193,3.27118644067797,1.74029831444533
"97",97,70,0,11,NA,NA,61,255,4.18032786885246,1.88421687287948,71,1.16393442622951,0.916157334902189,201,3.29508196721311,1.94374434442977,190,3.11475409836066,1.83574109154621
"98",98,71,0,11,NA,NA,61,261,4.20967741935484,1.88294412629808,80,1.29032258064516,0.998147411403542,211,3.40322580645161,2.15360679105324,192,3.09677419354839,1.78067658369412
"99",99,73,1,11,53,53,61,305,4.765625,2.53697850220196,81,1.265625,0.92996309023872,233,3.640625,2.39951838752352,225,3.515625,2.27472089688607
"100",100,78,6,11,25,60,61,397,5.7536231884058,3.28725612873791,77,1.11594202898551,0.932047585948429,255,3.69565217391304,2.6640545603961,306,4.43478260869565,2.89765757765478
"101",101,50,3,11,24,34,44,423,8.29411764705882,6.53083185405063,50,0.980392156862745,0.98975140471598,317,6.2156862745098,5.54008565092705,356,6.98039215686275,6.04810779030411
"102",102,26,1,11,26,26,NA,329,12.1851851851852,10.0039878088576,29,1.07407407407407,1.07151675122144,257,9.51851851851852,8.08783688096548,273,10.1111111111111,9.03128465746167
"103",103,50,3,11,19,35,45,448,8.7843137254902,6.88277189943179,45,0.882352941176471,1.01285850588381,322,6.31372549019608,5.71485851470859,366,7.17647058823529,6.15046626639945
"104",104,53,0,11,NA,NA,NA,356,6.59259259259259,6.71949716930114,75,1.38888888888889,1.05359522259821,296,5.48148148148148,5.32612195901409,283,5.24074074074074,6.22210055286854
"105",105,47,3,11,14,20,41,469,9.77083333333333,7.59686268765176,42,0.875,0.913841552446989,343,7.14583333333333,6.39144901938331,387,8.0625,6.81177406829137
"106",106,49,0,11,NA,NA,NA,353,7.06,6.23489194381269,67,1.34,1.02240213343331,289,5.78,4.93752809343596,280,5.6,5.823947745897
"107",107,48,0,11,NA,NA,NA,354,7.22448979591837,7.32650811017332,55,1.12244897959184,0.927196784696226,274,5.59183673469388,5.67126664036549,276,5.63265306122449,6.60395676075784
"108",108,68,0,11,NA,NA,61,426,6.17391304347826,6.65307651466406,97,1.40579710144928,1.04767025262091,351,5.08695652173913,5.48725563688739,331,4.79710144927536,6.2909358467395
"109",109,19,1,11,19,19,NA,287,14.35,8.68922502752388,13,0.65,0.93330200448673,214,10.7,7.39202984728538,239,11.95,7.58443697386473
"110",110,42,0,11,NA,NA,NA,363,8.44186046511628,8.25862413763534,51,1.18604651162791,0.982121463574507,291,6.76744186046512,6.55684741793002,291,6.76744186046512,7.4413171174845
"111",111,77,0,11,NA,NA,61,400,5.19480519480519,6.40731276507136,81,1.05194805194805,0.998632010303462,305,3.96103896103896,5.35439209395712,310,4.02597402597403,5.8286362627571
"112",112,68,0,12,NA,NA,61,396,5.73913043478261,6.62804241775504,71,1.02898550724638,0.873987052211833,296,4.28985507246377,5.39635347814059,302,4.3768115942029,5.91135858096976
"113",113,64,0,11,NA,NA,61,361,5.55384615384615,6.69195125045465,76,1.16923076923077,0.977388592903796,286,4.4,5.47665500100198,283,4.35384615384615,6.2710415034874
"114",114,35,0,11,NA,NA,NA,277,7.69444444444444,6.51512282285034,38,1.05555555555556,0.860047986848722,228,6.33333333333333,5.37720054622159,234,6.5,6.17599037749065
"115",115,36,0,11,NA,NA,NA,294,7.94594594594595,7.47568631537506,35,0.945945945945946,0.970279053386932,232,6.27027027027027,6.04909841146527,242,6.54054054054054,6.83371785338696
"116",116,64,0,11,NA,NA,61,339,5.21538461538462,6.30350177404469,81,1.24615384615385,0.952476529086958,269,4.13846153846154,5.32352363065609,261,4.01538461538462,5.99607243246649
"117",117,34,0,11,NA,NA,NA,281,8.02857142857143,7.40622041532225,28,0.8,0.900979858755096,215,6.14285714285714,6.01538643393588,230,6.57142857142857,6.76620370703115
"118",118,66,0,11,NA,NA,61,320,4.77611940298507,5.48502339853684,75,1.11940298507463,0.977355554850442,241,3.59701492537313,4.48924540292159,241,3.59701492537313,5.07835484424004
"119",119,56,0,11,NA,NA,NA,341,5.98245614035088,7.19496656417868,74,1.29824561403509,1.10137758350787,274,4.80701754385965,5.73348123024257,265,4.64912280701754,6.62110054530798
"120",120,38,0,11,NA,NA,NA,267,6.84615384615385,7.161808289511,44,1.12820512820513,1.03057181826624,210,5.38461538461539,5.66900801038968,213,5.46153846153846,6.75451565853367
"121",121,30,0,11,NA,NA,NA,268,8.64516129032258,7.65309692040538,30,0.967741935483871,1.01600101600152,216,6.96774193548387,6.19937561892455,225,7.25806451612903,7.03310145874722
"122",122,57,0,11,NA,NA,NA,288,4.96551724137931,5.94408305897371,75,1.29310344827586,1.0761957150913,228,3.93103448275862,4.95545798320917,219,3.77586206896552,5.57262451459286
"123",123,58,0,11,NA,NA,NA,305,5.16949152542373,6.43040338299476,78,1.32203389830508,0.879668392969597,241,4.08474576271186,4.9594498290297,230,3.89830508474576,5.85660521667111
"124",124,63,0,11,NA,NA,61,297,4.71428571428571,6.16815069119657,79,1.25396825396825,0.98321811921042,229,3.63492063492063,5.15971238039857,222,3.52380952380952,5.69339499277705
"125",125,37,0,11,NA,NA,NA,243,6.39473684210526,7.85180121763845,36,0.947368421052632,0.836575013067765,185,4.86842105263158,6.70284752975274,195,5.13157894736842,7.2974303238494
"126",126,23,0,11,NA,NA,NA,258,10.75,9.01809774600618,14,0.583333333333333,0.717281502356772,193,8.04166666666667,7.23204924152788,211,8.79166666666667,7.95082258072364
"127",127,21,0,11,NA,NA,NA,209,9.5,8.95358401237553,21,0.954545454545455,0.950051263141838,160,7.27272727272727,7.09246292221752,169,7.68181818181818,8.07928782597153
"128",128,23,0,11,NA,NA,NA,200,8.33333333333333,7.75531608229038,19,0.791666666666667,0.931532942621143,154,6.41666666666667,6.6064307713191,167,6.95833333333333,7.33946548620459
"129",129,31,0,19,NA,NA,NA,218,6.8125,5.90482306965001,25,0.78125,0.974989660821938,174,5.4375,4.94444947847192,179,5.59375,5.60448768917057
"130",130,55,0,11,NA,NA,NA,238,4.32727272727273,4.95556008515443,69,1.25454545454545,0.966440238197238,184,3.34545454545455,4.25231171037059,179,3.25454545454545,4.87327626436482
"131",131,55,0,11,NA,NA,NA,236,4.29090909090909,4.75189134771318,69,1.25454545454545,1.05791867324096,173,3.14545454545455,3.89880409878124,170,3.09090909090909,4.57154130452629
"132",132,54,0,19,NA,NA,NA,234,4.33333333333333,5.02071181903635,53,0.981481481481482,0.900539476484622,165,3.05555555555556,4.17276283600381,165,3.05555555555556,4.59867358508281
"133",133,16,0,11,NA,NA,NA,178,10.4705882352941,7.60852849651974,11,0.647058823529412,0.931475742477242,140,8.23529411764706,6.7131346233029,154,9.05882352941176,7.11047280631969
"134",134,54,0,19,NA,NA,NA,252,4.66666666666667,5.36234249010002,65,1.2037037037037,1.01646129829395,196,3.62962962962963,4.36666746683303,184,3.40740740740741,5.05262315028659
"135",135,42,0,19,NA,NA,NA,173,4.02325581395349,4.13745016999499,40,0.930232558139535,0.961034879630864,125,2.90697674418605,3.38634480206814,126,2.93023255813953,3.93031774334807
